date,tem
1999.0,19.69151599326599
2000.0,19.498390572390573
2001.0,19.667415824915825
2002.0,19.843324915824915
2003.0,19.617479797979797
2004.0,19.66578535353535
2005.0,19.588247474747476
2006.0,19.784844276094276
2007.0,19.8452601010101
2008.0,19.597952861952862
2009.0,19.826781144781144
2010.0,19.899066498316497
2011.0,19.536746632996632
2012.0,19.65960185185185
2013.0,20.32437261503928
